Bait	Prey	#Rep	AvgP	BFDR
C10	P23396	4	0.6571	0.1883
homo+Bort	P23396	4	0.6738	0.1789
homo+DMSO	P23396	4	0.7014	0.1656
HSPB7	P23396	4	0.5331	0.2727
iPS_A4	P23396	4	0.7307	0.1513
iPS_C10	P23396	4	0.9782	0.0020
iPS_K22	P23396	4	0.8780	0.0256
iPS_P9	P23396	4	0.8664	0.0300
iPS_WTc11	P23396	4	0.9609	0.0045
K22	P23396	4	0.6484	0.1928
P9	P23396	4	0.5588	0.2534
RBM20	P23396	1	0.6721	0.1801
TetOn-BAG3	P23396	4	0.3452	0.4121
A4	P23458	4	0.0059	0.6234
homo+Bort	P23458	4	0.1063	0.5809
iPS_C10	P23458	4	0.2413	0.5326
iPS_WTc11	P23458	4	0.1117	0.5784
K22	P23458	4	0.0085	0.6228
P9	P23458	4	0.0872	0.5883
HSPB7	P23471	4	0.2160	0.5429
iPS_A4	P23471	4	0.2500	0.4623
iPS_C10	P23471	4	0.2500	0.4623
A4	P23526	4	0.5196	0.2826
C10	P23526	4	0.5562	0.2555
homo+Bort	P23526	4	0.3857	0.3898
homo+DMSO	P23526	4	0.3746	0.3958
HSPB7	P23526	4	0.3946	0.3852
iPS_A4	P23526	4	0.1914	0.5521
iPS_C10	P23526	4	0.3571	0.4058
iPS_K22	P23526	4	0.3398	0.4151
iPS_P9	P23526	4	0.3927	0.3861
iPS_WTc11	P23526	4	0.1867	0.5537
K22	P23526	4	0.5564	0.2554
P9	P23526	4	0.3694	0.3986
RBM20	P23526	1	0.7904	0.0713
TetOn-BAG3	P23526	4	0.2341	0.5360
A4	P23528	4	0.7500	0.1017
C10	P23528	4	0.7500	0.1017
homo+Bort	P23528	4	0.4333	0.3638
homo+DMSO	P23528	4	0.2756	0.4503
HSPB7	P23528	4	0.5000	0.2946
iPS_A4	P23528	4	0.5000	0.2946
iPS_C10	P23528	4	0.5000	0.2946
iPS_K22	P23528	4	0.7500	0.1017
iPS_P9	P23528	4	0.7638	0.0904
iPS_WTc11	P23528	4	0.7500	0.1017
K22	P23528	4	0.5000	0.2946
P9	P23528	4	0.2500	0.4623
RBM20	P23528	1	1.0000	0.0000
TetOn-BAG3	P23528	4	0.2500	0.4623
A4	P23588	4	0.5812	0.2354
C10	P23588	4	0.6698	0.1814
homo+Bort	P23588	4	0.6454	0.1944
homo+DMSO	P23588	4	0.6083	0.2179
HSPB7	P23588	4	0.5885	0.2309
iPS_A4	P23588	4	0.5909	0.2296
iPS_C10	P23588	4	0.7233	0.1550
iPS_K22	P23588	4	0.7112	0.1613
iPS_P9	P23588	4	0.6979	0.1675
iPS_WTc11	P23588	4	0.6228	0.2074
K22	P23588	4	0.5981	0.2251
P9	P23588	4	0.7205	0.1564
RBM20	P23588	1	0.7385	0.1469
TetOn-BAG3	P23588	4	0.5606	0.2518
A4	P24046	4	0.2184	0.5418
C10	P24046	4	0.0328	0.6154
homo+Bort	P24046	4	0.1353	0.5699
homo+DMSO	P24046	4	0.1256	0.5733
HSPB7	P24046	4	0.0850	0.5893
iPS_A4	P24046	4	0.3283	0.4209
iPS_C10	P24046	4	0.0727	0.5948
iPS_K22	P24046	4	0.3075	0.4328
iPS_P9	P24046	4	0.1372	0.5693
iPS_WTc11	P24046	4	0.2219	0.5407
K22	P24046	4	0.0162	0.6205
P9	P24046	4	0.1565	0.5632
RBM20	P24046	1	0.3584	0.4051
TetOn-BAG3	P24046	4	0.0377	0.6134
A4	P24534	4	0.4153	0.3739
C10	P24534	4	0.5987	0.2247
homo+Bort	P24534	4	0.0345	0.6146
homo+DMSO	P24534	4	0.2637	0.4560
HSPB7	P24534	4	0.5562	0.2555
iPS_A4	P24534	4	0.7450	0.1427
iPS_C10	P24534	4	0.9998	0.0000
iPS_K22	P24534	4	0.8942	0.0187
iPS_P9	P24534	4	0.9993	0.0000
iPS_WTc11	P24534	4	0.9983	0.0001
K22	P24534	4	0.4566	0.3532
P9	P24534	4	0.6186	0.2106
RBM20	P24534	1	0.5335	0.2722
TetOn-BAG3	P24534	4	0.0794	0.5914
iPS_A4	P24539	4	0.2500	0.4623
A4	P25205	4	0.4651	0.3491
C10	P25205	4	0.2500	0.4623
homo+Bort	P25205	4	0.2499	0.5199
homo+DMSO	P25205	4	0.2500	0.4623
HSPB7	P25205	4	0.5000	0.2946
iPS_A4	P25205	4	0.7500	0.1017
iPS_C10	P25205	4	1.0000	0.0000
iPS_K22	P25205	4	1.0000	0.0000
iPS_P9	P25205	4	0.7500	0.1017
iPS_WTc11	P25205	4	1.0000	0.0000
K22	P25205	4	0.2500	0.4623
P9	P25205	4	0.6474	0.1933
TetOn-BAG3	P25205	4	0.2500	0.4623
A4	P25398	4	0.7470	0.1409
C10	P25398	4	0.7208	0.1561
homo+Bort	P25398	4	0.4900	0.3365
homo+DMSO	P25398	4	0.5063	0.2910
HSPB7	P25398	4	0.4764	0.3439
iPS_A4	P25398	4	0.7480	0.1397
iPS_C10	P25398	4	0.9995	0.0000
iPS_K22	P25398	4	0.9977	0.0001
iPS_P9	P25398	4	0.9965	0.0002
iPS_WTc11	P25398	4	0.7493	0.1376
K22	P25398	4	0.4810	0.3410
P9	P25398	4	0.7562	0.0961
RBM20	P25398	1	0.9999	0.0000
TetOn-BAG3	P25398	4	0.1730	0.5580
A4	P25685	4	0.7500	0.1017
C10	P25685	4	0.5000	0.2946
homo+Bort	P25685	4	1.0000	0.0000
homo+DMSO	P25685	4	0.7500	0.1017
iPS_A4	P25685	4	0.5000	0.2946
iPS_C10	P25685	4	0.7500	0.1017
iPS_K22	P25685	4	0.2500	0.4623
K22	P25685	4	0.2500	0.4623
TetOn-BAG3	P25685	4	0.7500	0.1017
A4	P25705	4	0.5234	0.2799
C10	P25705	4	0.5616	0.2507
homo+Bort	P25705	4	0.7757	0.0824
homo+DMSO	P25705	4	0.6585	0.1875
HSPB7	P25705	4	0.7822	0.0769
iPS_A4	P25705	4	0.1523	0.5644
iPS_C10	P25705	4	0.3386	0.4156
iPS_K22	P25705	4	0.2030	0.5482
iPS_P9	P25705	4	0.2672	0.4543
iPS_WTc11	P25705	4	0.3439	0.4128
K22	P25705	4	0.6567	0.1886
P9	P25705	4	0.5933	0.2284
TetOn-BAG3	P25705	4	0.6815	0.1752
C10	P25786	4	0.0596	0.6027
homo+Bort	P25786	4	0.2023	0.5484
HSPB7	P25786	4	0.4424	0.3595
iPS_A4	P25786	4	0.5173	0.2839
iPS_C10	P25786	4	0.6992	0.1665
iPS_K22	P25786	4	0.2949	0.4399
iPS_P9	P25786	4	0.3092	0.4317
iPS_WTc11	P25786	4	0.4391	0.3611
K22	P25786	4	0.1017	0.5826
P9	P25786	4	0.4419	0.3599
TetOn-BAG3	P25786	4	0.0626	0.6007
A4	P25787	4	0.0455	0.6102
C10	P25787	4	0.0567	0.6048
homo+Bort	P25787	4	0.0580	0.6037
homo+DMSO	P25787	4	0.0064	0.6233
HSPB7	P25787	4	0.2936	0.4408
iPS_A4	P25787	4	0.4763	0.3439
iPS_C10	P25787	4	0.5438	0.2650
iPS_K22	P25787	4	0.7791	0.0792
iPS_P9	P25787	4	0.5183	0.2834
iPS_WTc11	P25787	4	0.7465	0.1414
K22	P25787	4	0.0622	0.6010
P9	P25787	4	0.4222	0.3699
TetOn-BAG3	P25787	4	0.0752	0.5934
A4	P25788	4	0.2696	0.4531
C10	P25788	4	0.5727	0.2421
homo+Bort	P25788	4	0.2500	0.4623
homo+DMSO	P25788	4	0.3626	0.4027
HSPB7	P25788	4	0.5000	0.2946
iPS_A4	P25788	4	0.4246	0.3688
iPS_C10	P25788	4	0.6440	0.1950
iPS_K22	P25788	4	0.5000	0.2946
iPS_P9	P25788	4	0.9590	0.0048
iPS_WTc11	P25788	4	0.5000	0.2946
K22	P25788	4	0.2500	0.4623
P9	P25788	4	0.5644	0.2484
TetOn-BAG3	P25788	4	0.3985	0.3830
A4	P25789	4	0.2470	0.5283
C10	P25789	4	0.1387	0.5687
homo+Bort	P25789	4	0.1461	0.5663
homo+DMSO	P25789	4	0.2646	0.4556
HSPB7	P25789	4	0.5027	0.2932
iPS_A4	P25789	4	0.7360	0.1488
iPS_C10	P25789	4	0.7379	0.1476
iPS_K22	P25789	4	0.6735	0.1792
iPS_P9	P25789	4	0.9729	0.0025
iPS_WTc11	P25789	4	0.6044	0.2202
K22	P25789	4	0.1710	0.5587
P9	P25789	4	0.4411	0.3603
TetOn-BAG3	P25789	4	0.0694	0.5962
A4	P26022	4	0.2500	0.4623
C10	P26022	4	0.5000	0.2946
homo+DMSO	P26022	4	0.7500	0.1017
iPS_WTc11	P26022	4	0.2500	0.4623
K22	P26022	4	0.2500	0.4623
P9	P26022	4	0.5000	0.2946
TetOn-BAG3	P26022	4	0.2500	0.4623
A4	P26196	4	0.5000	0.2946
C10	P26196	4	0.5000	0.2946
homo+Bort	P26196	4	0.2500	0.4623
HSPB7	P26196	4	0.2500	0.4623
iPS_A4	P26196	4	0.7404	0.1456
iPS_C10	P26196	4	0.4933	0.3345
iPS_K22	P26196	4	0.4994	0.3275
iPS_P9	P26196	4	0.7466	0.1412
iPS_WTc11	P26196	4	0.5000	0.2946
K22	P26196	4	0.2466	0.5287
P9	P26196	4	0.7498	0.1357
RBM20	P26196	1	1.0000	0.0000
TetOn-BAG3	P26196	4	0.4999	0.3244
A4	P26368	4	0.3499	0.4093
C10	P26368	4	0.4116	0.3756
homo+Bort	P26368	4	0.1735	0.5578
homo+DMSO	P26368	4	0.3223	0.4243
HSPB7	P26368	4	0.4956	0.3327
iPS_A4	P26368	4	0.4292	0.3661
iPS_C10	P26368	4	0.4728	0.3455
iPS_K22	P26368	4	0.5294	0.2748
iPS_P9	P26368	4	0.4190	0.3720
iPS_WTc11	P26368	4	0.5087	0.2891
K22	P26368	4	0.3710	0.3977
P9	P26368	4	0.4564	0.3532
RBM20	P26368	1	0.3411	0.4140
TetOn-BAG3	P26368	4	0.4651	0.3491
A4	P26373	4	0.3489	0.4099
C10	P26373	4	0.1856	0.5541
homo+Bort	P26373	4	0.1508	0.5648
homo+DMSO	P26373	4	0.2444	0.5304
HSPB7	P26373	4	0.0940	0.5859
iPS_A4	P26373	4	0.3845	0.3906
iPS_C10	P26373	4	0.3951	0.3849
iPS_K22	P26373	4	0.0817	0.5905
iPS_P9	P26373	4	0.2629	0.4565
iPS_WTc11	P26373	4	0.3720	0.3971
K22	P26373	4	0.2051	0.5473
P9	P26373	4	0.3475	0.4108
RBM20	P26373	1	0.7947	0.0685
TetOn-BAG3	P26373	4	0.2618	0.4571
A4	P26583	4	0.4254	0.3682
C10	P26583	4	0.3733	0.3965
homo+Bort	P26583	4	0.4150	0.3741
homo+DMSO	P26583	4	0.4364	0.3625
HSPB7	P26583	4	0.4925	0.3353
iPS_A4	P26583	4	0.4906	0.3362
iPS_C10	P26583	4	0.4766	0.3438
iPS_K22	P26583	4	0.4474	0.3574
iPS_P9	P26583	4	0.4648	0.3493
iPS_WTc11	P26583	4	0.3628	0.4025
K22	P26583	4	0.4195	0.3716
P9	P26583	4	0.4949	0.3332
RBM20	P26583	1	0.9156	0.0113
TetOn-BAG3	P26583	4	0.4443	0.3586
A4	P26599	4	0.0950	0.5856
homo+DMSO	P26599	4	0.1281	0.5726
iPS_A4	P26599	4	0.5000	0.2946
iPS_C10	P26599	4	0.4999	0.3244
iPS_K22	P26599	4	0.5000	0.2946
iPS_P9	P26599	4	0.4998	0.3258
iPS_WTc11	P26599	4	0.7500	0.1017
P9	P26599	4	0.2443	0.5304
C10	P26640	4	0.5000	0.2946
iPS_A4	P26640	4	0.7500	0.1017
iPS_C10	P26640	4	0.7500	0.1017
iPS_K22	P26640	4	0.5000	0.2946
iPS_P9	P26640	4	0.9703	0.0031
iPS_WTc11	P26640	4	1.0000	0.0000
P9	P26640	4	0.2500	0.4623
A4	P26641	4	0.3729	0.3967
C10	P26641	4	0.6168	0.2120
homo+Bort	P26641	4	0.2101	0.5455
homo+DMSO	P26641	4	0.2124	0.5445
HSPB7	P26641	4	0.7186	0.1573
iPS_A4	P26641	4	0.5832	0.2341
iPS_C10	P26641	4	0.9909	0.0006
iPS_K22	P26641	4	0.9531	0.0054
iPS_P9	P26641	4	0.9913	0.0005
iPS_WTc11	P26641	4	0.8332	0.0459
K22	P26641	4	0.3609	0.4037
P9	P26641	4	0.6912	0.1711
RBM20	P26641	1	0.2466	0.5287
TetOn-BAG3	P26641	4	0.2158	0.5430
C10	P27352	4	0.2500	0.4623
homo+DMSO	P27352	4	0.2500	0.4623
iPS_K22	P27352	4	0.2500	0.4623
TetOn-BAG3	P27352	4	0.2500	0.4623
A4	P27635	4	0.6998	0.1663
C10	P27635	4	0.4618	0.3507
homo+Bort	P27635	4	0.7086	0.1627
homo+DMSO	P27635	4	0.7670	0.0884
HSPB7	P27635	4	0.6173	0.2115
iPS_A4	P27635	4	0.4591	0.3518
iPS_C10	P27635	4	0.7000	0.1663
iPS_K22	P27635	4	0.3673	0.3998
iPS_P9	P27635	4	0.5150	0.2855
iPS_WTc11	P27635	4	0.4912	0.3359
K22	P27635	4	0.7432	0.1437
P9	P27635	4	0.7582	0.0950
TetOn-BAG3	P27635	4	0.6826	0.1748
A4	P27695	4	0.3067	0.4332
C10	P27695	4	0.2287	0.5380
homo+Bort	P27695	4	0.1034	0.5819
homo+DMSO	P27695	4	0.1692	0.5592
HSPB7	P27695	4	0.3490	0.4098
iPS_A4	P27695	4	0.1708	0.5587
iPS_C10	P27695	4	0.1340	0.5706
iPS_K22	P27695	4	0.2120	0.5447
iPS_P9	P27695	4	0.1402	0.5680
iPS_WTc11	P27695	4	0.1094	0.5796
K22	P27695	4	0.1007	0.5832
P9	P27695	4	0.3433	0.4132
TetOn-BAG3	P27695	4	0.2257	0.5391
A4	P27708	4	0.0724	0.5949
C10	P27708	4	0.0011	0.6252
homo+Bort	P27708	4	0.0000	0.6255
homo+DMSO	P27708	4	0.0008	0.6252
HSPB7	P27708	4	0.0029	0.6243
iPS_A4	P27708	4	0.0353	0.6143
iPS_C10	P27708	4	0.0080	0.6229
iPS_K22	P27708	4	0.0231	0.6185
iPS_P9	P27708	4	0.0113	0.6218
iPS_WTc11	P27708	4	0.0028	0.6244
K22	P27708	4	0.0005	0.6253
P9	P27708	4	0.0016	0.6248
TetOn-BAG3	P27708	4	0.0016	0.6248
A4	P27816	4	0.4937	0.3342
C10	P27816	4	0.5181	0.2835
homo+Bort	P27816	4	0.3914	0.3870
homo+DMSO	P27816	4	0.3211	0.4252
HSPB7	P27816	4	0.4011	0.3815
iPS_A4	P27816	4	0.3154	0.4285
iPS_C10	P27816	4	0.4228	0.3695
iPS_K22	P27816	4	0.2574	0.4593
iPS_P9	P27816	4	0.4524	0.3552
iPS_WTc11	P27816	4	0.3182	0.4266
K22	P27816	4	0.3685	0.3991
P9	P27816	4	0.6529	0.1900
RBM20	P27816	1	0.8103	0.0575
TetOn-BAG3	P27816	4	0.4700	0.3470
A4	P27824	4	0.0639	0.5999
C10	P27824	4	0.1164	0.5764
homo+Bort	P27824	4	0.3497	0.4094
HSPB7	P27824	4	0.2499	0.5199
iPS_A4	P27824	4	0.2175	0.5423
iPS_C10	P27824	4	0.7064	0.1635
iPS_K22	P27824	4	0.2995	0.4372
iPS_P9	P27824	4	0.4051	0.3789
iPS_WTc11	P27824	4	0.4774	0.3434
K22	P27824	4	0.3170	0.4274
P9	P27824	4	0.3000	0.4369
TetOn-BAG3	P27824	4	0.2420	0.5322
A4	P28066	4	0.3232	0.4238
C10	P28066	4	0.3578	0.4053
homo+Bort	P28066	4	0.3944	0.3853
homo+DMSO	P28066	4	0.1956	0.5507
HSPB7	P28066	4	0.4835	0.3396
iPS_A4	P28066	4	0.7401	0.1458
iPS_C10	P28066	4	0.7880	0.0730
iPS_K22	P28066	4	0.7500	0.1017
iPS_P9	P28066	4	0.9536	0.0052
iPS_WTc11	P28066	4	0.7500	0.1017
K22	P28066	4	0.3698	0.3985
P9	P28066	4	0.4975	0.3305
RBM20	P28066	1	0.9355	0.0078
TetOn-BAG3	P28066	4	0.2498	0.5214
iPS_A4	P28070	4	0.5000	0.2946
iPS_C10	P28070	4	0.7500	0.1017
iPS_K22	P28070	4	0.2500	0.4623
iPS_P9	P28070	4	0.2500	0.4623
iPS_WTc11	P28070	4	0.5000	0.2946
P9	P28070	4	0.2500	0.4623
A4	P28072	4	0.2500	0.4623
C10	P28072	4	0.2500	0.4623
homo+Bort	P28072	4	0.2492	0.5246
homo+DMSO	P28072	4	0.2488	0.5258
HSPB7	P28072	4	0.2500	0.4623
iPS_A4	P28072	4	0.5000	0.2946
iPS_C10	P28072	4	0.5000	0.2946
iPS_P9	P28072	4	0.4194	0.3717
iPS_WTc11	P28072	4	0.2473	0.5279
P9	P28072	4	0.2500	0.4623
A4	P28074	4	0.2779	0.4492
C10	P28074	4	0.2551	0.4603
homo+Bort	P28074	4	0.1323	0.5711
homo+DMSO	P28074	4	0.1083	0.5802
HSPB7	P28074	4	0.2980	0.4382
iPS_A4	P28074	4	0.6199	0.2093
iPS_C10	P28074	4	0.7105	0.1615
iPS_K22	P28074	4	0.4703	0.3469
iPS_P9	P28074	4	0.7423	0.1445
iPS_WTc11	P28074	4	0.5036	0.2929
K22	P28074	4	0.1393	0.5686
P9	P28074	4	0.4872	0.3380
TetOn-BAG3	P28074	4	0.1233	0.5739
homo+DMSO	P28324	4	0.2500	0.4623
HSPB7	P28324	4	0.2500	0.4623
iPS_C10	P28482	4	0.2500	0.4623
TetOn-BAG3	P28482	4	0.2500	0.4623
A4	P28838	4	0.2685	0.4535
C10	P28838	4	0.2759	0.4502
homo+Bort	P28838	4	0.3188	0.4262
homo+DMSO	P28838	4	0.3139	0.4292
HSPB7	P28838	4	0.2508	0.4620
iPS_A4	P28838	4	0.2491	0.5250
iPS_C10	P28838	4	0.5059	0.2911
iPS_K22	P28838	4	0.3445	0.4125
iPS_P9	P28838	4	0.4995	0.3272
iPS_WTc11	P28838	4	0.3630	0.4024
K22	P28838	4	0.3603	0.4041
P9	P28838	4	0.2685	0.4535
RBM20	P28838	1	1.0000	0.0000
TetOn-BAG3	P28838	4	0.2924	0.4416
A4	P29120	4	0.0381	0.6132
homo+DMSO	P29120	4	0.3301	0.4199
HSPB7	P29120	4	0.3071	0.4330
iPS_A4	P29120	4	0.2500	0.4623
iPS_P9	P29120	4	0.2018	0.5486
iPS_WTc11	P29120	4	0.2500	0.4623
K22	P29120	4	0.1143	0.5773
P9	P29120	4	0.2102	0.5455
TetOn-BAG3	P29120	4	0.2482	0.5268
A4	P29144	4	0.2951	0.4399
C10	P29144	4	0.2500	0.4623
homo+Bort	P29144	4	0.2500	0.4623
HSPB7	P29144	4	0.2500	0.4623
iPS_A4	P29144	4	0.2500	0.4623
iPS_C10	P29144	4	0.4294	0.3660
iPS_K22	P29144	4	0.2500	0.4623
iPS_P9	P29144	4	0.4722	0.3459
K22	P29144	4	0.0615	0.6016
P9	P29144	4	0.2694	0.4533
A4	P29279	4	0.3497	0.4094
C10	P29279	4	0.4806	0.3413
homo+Bort	P29279	4	0.4730	0.3453
homo+DMSO	P29279	4	0.4555	0.3538
HSPB7	P29279	4	0.2116	0.5449
iPS_C10	P29279	4	0.3098	0.4314
iPS_P9	P29279	4	0.2374	0.5343
K22	P29279	4	0.4170	0.3729
P9	P29279	4	0.4808	0.3412
RBM20	P29279	1	0.9822	0.0016
TetOn-BAG3	P29279	4	0.4226	0.3697
A4	P29317	4	0.2500	0.4623
homo+Bort	P29317	4	0.2500	0.4623
iPS_K22	P29317	4	0.2500	0.4623
iPS_P9	P29317	4	0.2500	0.4623
K22	P29317	4	0.2500	0.4623
A4	P29374	4	0.2500	0.4623
C10	P29374	4	0.1914	0.5521
homo+Bort	P29374	4	0.2498	0.5214
homo+DMSO	P29374	4	0.2500	0.4623
HSPB7	P29374	4	0.2500	0.4623
iPS_A4	P29374	4	0.1887	0.5529
iPS_C10	P29374	4	0.2500	0.4623
iPS_K22	P29374	4	0.2500	0.4623
iPS_WTc11	P29374	4	0.4994	0.3275
P9	P29374	4	0.2500	0.4623
RBM20	P29374	1	1.0000	0.0000
TetOn-BAG3	P29374	4	0.0758	0.5932
A4	P29375	4	0.2490	0.5254
C10	P29375	4	0.3686	0.3991
homo+Bort	P29375	4	0.3998	0.3823
HSPB7	P29375	4	0.4290	0.3663
iPS_A4	P29375	4	0.4397	0.3608
iPS_C10	P29375	4	0.5465	0.2631
iPS_K22	P29375	4	0.3348	0.4175
iPS_P9	P29375	4	0.5256	0.2782
iPS_WTc11	P29375	4	0.2719	0.4523
K22	P29375	4	0.3591	0.4046
P9	P29375	4	0.2807	0.4480
TetOn-BAG3	P29375	4	0.2875	0.4442
iPS_WTc11	P29401	4	0.2500	0.4623
A4	P29536	4	0.4985	0.3293
C10	P29536	4	0.4999	0.3244
homo+DMSO	P29536	4	0.5000	0.2946
HSPB7	P29536	4	0.2500	0.4623
iPS_A4	P29536	4	0.2500	0.4623
iPS_C10	P29536	4	0.2500	0.4623
iPS_WTc11	P29536	4	0.5000	0.2946
K22	P29536	4	0.5000	0.2946
P9	P29536	4	0.2500	0.4623
TetOn-BAG3	P29536	4	0.7157	0.1588
A4	P29692	4	0.5651	0.2479
C10	P29692	4	0.7185	0.1574
homo+Bort	P29692	4	0.4438	0.3588
homo+DMSO	P29692	4	0.4018	0.3809
HSPB7	P29692	4	0.4985	0.3293
iPS_A4	P29692	4	0.6375	0.1986
iPS_C10	P29692	4	0.9189	0.0104
iPS_K22	P29692	4	0.8195	0.0519
iPS_P9	P29692	4	0.8305	0.0471
iPS_WTc11	P29692	4	0.9115	0.0126
K22	P29692	4	0.6585	0.1875
P9	P29692	4	0.8072	0.0596
RBM20	P29692	1	0.8651	0.0310
TetOn-BAG3	P29692	4	0.2925	0.4414
homo+Bort	P30039	4	0.2500	0.4623
homo+DMSO	P30039	4	0.2500	0.4623
iPS_WTc11	P30039	4	0.2500	0.4623
P9	P30039	4	0.2500	0.4623
A4	P30041	4	0.0682	0.5970
C10	P30041	4	0.1198	0.5751
homo+Bort	P30041	4	0.1094	0.5796
homo+DMSO	P30041	4	0.1371	0.5694
HSPB7	P30041	4	0.2996	0.4372
iPS_A4	P30041	4	0.2193	0.5415
iPS_C10	P30041	4	0.1886	0.5530
iPS_K22	P30041	4	0.1595	0.5622
iPS_P9	P30041	4	0.1056	0.5811
iPS_WTc11	P30041	4	0.1376	0.5691
K22	P30041	4	0.1026	0.5822
P9	P30041	4	0.1416	0.5674
RBM20	P30041	1	0.0568	0.6047
TetOn-BAG3	P30041	4	0.1572	0.5631
A4	P30048	4	0.7667	0.0885
C10	P30048	4	0.6085	0.2177
homo+Bort	P30048	4	0.5937	0.2281
homo+DMSO	P30048	4	0.5454	0.2638
HSPB7	P30048	4	0.7994	0.0652
iPS_A4	P30048	4	0.6361	0.1997
iPS_C10	P30048	4	0.8857	0.0220
iPS_K22	P30048	4	0.8565	0.0358
iPS_P9	P30048	4	0.8232	0.0507
iPS_WTc11	P30048	4	0.6648	0.1847
K22	P30048	4	0.5899	0.2302
P9	P30048	4	0.8621	0.0331
TetOn-BAG3	P30048	4	0.2695	0.4532
A4	P30050	4	0.4177	0.3724
C10	P30050	4	0.3882	0.3884
homo+Bort	P30050	4	0.0752	0.5934
homo+DMSO	P30050	4	0.2817	0.4473
HSPB7	P30050	4	0.3051	0.4342
iPS_A4	P30050	4	0.3680	0.3993
iPS_C10	P30050	4	0.3300	0.4200
iPS_K22	P30050	4	0.4055	0.3787
iPS_P9	P30050	4	0.4238	0.3692
iPS_WTc11	P30050	4	0.2433	0.5314
K22	P30050	4	0.3353	0.4171
P9	P30050	4	0.3767	0.3947
TetOn-BAG3	P30050	4	0.3149	0.4288
A4	P30085	4	0.0371	0.6136
C10	P30085	4	0.0329	0.6154
HSPB7	P30085	4	0.2489	0.5256
iPS_A4	P30085	4	0.0124	0.6215
iPS_C10	P30085	4	0.0409	0.6121
iPS_K22	P30085	4	0.0406	0.6122
P9	P30085	4	0.0763	0.5930
TetOn-BAG3	P30085	4	0.0116	0.6217
A4	P30101	4	0.0323	0.6156
C10	P30101	4	0.4187	0.3722
homo+DMSO	P30101	4	0.0675	0.5976
HSPB7	P30101	4	0.0992	0.5837
iPS_A4	P30101	4	0.3125	0.4298
iPS_C10	P30101	4	0.4994	0.3275
iPS_K22	P30101	4	0.2500	0.4623
iPS_P9	P30101	4	0.9089	0.0134
iPS_WTc11	P30101	4	0.5000	0.2946
TetOn-BAG3	P30101	4	0.1337	0.5708
iPS_K22	P30153	4	0.5000	0.2946
iPS_P9	P30153	4	0.2500	0.4623
iPS_WTc11	P30153	4	0.2500	0.4623
A4	P30411	4	0.2886	0.4435
C10	P30411	4	0.2500	0.4623
homo+Bort	P30411	4	0.4352	0.3630
HSPB7	P30411	4	0.2500	0.4623
iPS_A4	P30411	4	0.0398	0.6125
iPS_C10	P30411	4	0.2500	0.4623
iPS_K22	P30411	4	0.3361	0.4167
iPS_P9	P30411	4	0.0545	0.6057
iPS_WTc11	P30411	4	0.3920	0.3866
K22	P30411	4	0.2902	0.4426
P9	P30411	4	0.2912	0.4421
TetOn-BAG3	P30411	4	0.0489	0.6087
A4	P30533	4	0.0572	0.6043
C10	P30533	4	0.0089	0.6226
homo+DMSO	P30533	4	0.0051	0.6237
iPS_C10	P30533	4	0.0001	0.6255
K22	P30533	4	0.0019	0.6248
P9	P30533	4	0.0034	0.6242
TetOn-BAG3	P30533	4	0.0570	0.6045
iPS_A4	P31153	4	0.2500	0.4623
iPS_C10	P31153	4	0.2500	0.4623
iPS_K22	P31153	4	0.4854	0.3390
iPS_P9	P31153	4	0.5000	0.2946
iPS_WTc11	P31153	4	0.6894	0.1721
A4	P31689	4	0.5867	0.2319
C10	P31689	4	0.7394	0.1465
homo+Bort	P31689	4	0.9999	0.0000
homo+DMSO	P31689	4	0.6448	0.1947
HSPB7	P31689	4	0.0341	0.6148
iPS_A4	P31689	4	0.5397	0.2675
iPS_C10	P31689	4	0.5439	0.2649
iPS_K22	P31689	4	0.6250	0.2063
iPS_P9	P31689	4	0.7499	0.1346
iPS_WTc11	P31689	4	0.7500	0.1017
K22	P31689	4	0.4922	0.3354
P9	P31689	4	0.2997	0.4372
TetOn-BAG3	P31689	4	0.7474	0.1408
A4	P31943	4	0.5803	0.2362
C10	P31943	4	0.6848	0.1742
homo+Bort	P31943	4	0.3695	0.3986
homo+DMSO	P31943	4	0.6517	0.1910
HSPB7	P31943	4	0.4420	0.3598
iPS_A4	P31943	4	0.6963	0.1685
iPS_C10	P31943	4	0.9525	0.0055
iPS_K22	P31943	4	0.9095	0.0133
iPS_P9	P31943	4	0.9124	0.0121
iPS_WTc11	P31943	4	0.9454	0.0065
K22	P31943	4	0.5522	0.2592
P9	P31943	4	0.8861	0.0217
RBM20	P31943	1	0.2446	0.5302
TetOn-BAG3	P31943	4	0.5395	0.2678
A4	P31948	4	0.0123	0.6216
C10	P31948	4	0.2500	0.4623
homo+Bort	P31948	4	0.5000	0.2946
homo+DMSO	P31948	4	0.5000	0.2946
iPS_A4	P31948	4	0.5000	0.2946
iPS_C10	P31948	4	0.5000	0.2946
iPS_K22	P31948	4	0.7500	0.1017
iPS_P9	P31948	4	0.7500	0.1017
iPS_WTc11	P31948	4	0.5000	0.2946
P9	P31948	4	0.2500	0.4623
TetOn-BAG3	P31948	4	0.5000	0.2946
C10	P32119	4	0.2221	0.5407
homo+Bort	P32119	4	0.2428	0.5318
HSPB7	P32119	4	0.7162	0.1584
iPS_A4	P32119	4	0.0530	0.6064
iPS_C10	P32119	4	0.0223	0.6187
iPS_K22	P32119	4	0.0450	0.6104
iPS_P9	P32119	4	0.3067	0.4332
