Bait	Prey	#Rep	AvgP	BFDR
P9	Q14011	4	0.4120	0.3753
RBM20	Q14011	1	0.1693	0.5592
TetOn-BAG3	Q14011	4	0.4328	0.3640
A4	Q14028	4	0.3155	0.4284
C10	Q14028	4	0.1394	0.5685
A4	Q14103	4	0.2920	0.4418
C10	Q14103	4	0.1611	0.5616
homo+Bort	Q14103	4	0.3525	0.4081
homo+DMSO	Q14103	4	0.3295	0.4203
HSPB7	Q14103	4	0.3664	0.4004
iPS_A4	Q14103	4	0.2956	0.4396
iPS_C10	Q14103	4	0.2812	0.4477
iPS_K22	Q14103	4	0.2328	0.5364
iPS_P9	Q14103	4	0.2670	0.4544
iPS_WTc11	Q14103	4	0.7114	0.1612
K22	Q14103	4	0.0951	0.5855
P9	Q14103	4	0.3545	0.4069
RBM20	Q14103	1	0.2207	0.5410
TetOn-BAG3	Q14103	4	0.1602	0.5619
C10	Q14141	4	0.2500	0.4623
HSPB7	Q14141	4	0.2500	0.4623
iPS_C10	Q14141	4	0.2500	0.4623
P9	Q14141	4	0.2500	0.4623
A4	Q14152	4	0.5807	0.2358
C10	Q14152	4	0.3852	0.3901
homo+Bort	Q14152	4	0.5247	0.2788
homo+DMSO	Q14152	4	0.4510	0.3559
HSPB7	Q14152	4	0.5759	0.2393
iPS_A4	Q14152	4	0.6989	0.1670
iPS_C10	Q14152	4	0.9215	0.0102
iPS_K22	Q14152	4	0.8266	0.0487
iPS_P9	Q14152	4	0.8637	0.0321
iPS_WTc11	Q14152	4	0.8699	0.0286
K22	Q14152	4	0.6552	0.1891
P9	Q14152	4	0.6208	0.2086
RBM20	Q14152	1	0.6595	0.1867
TetOn-BAG3	Q14152	4	0.2676	0.4539
A4	Q14157	4	0.6676	0.1830
C10	Q14157	4	0.8148	0.0550
homo+Bort	Q14157	4	0.5050	0.2919
homo+DMSO	Q14157	4	0.4752	0.3442
HSPB7	Q14157	4	0.7113	0.1612
iPS_A4	Q14157	4	0.6135	0.2146
iPS_C10	Q14157	4	0.7305	0.1515
iPS_K22	Q14157	4	0.7753	0.0829
iPS_P9	Q14157	4	0.8438	0.0417
iPS_WTc11	Q14157	4	0.8558	0.0370
K22	Q14157	4	0.7984	0.0657
P9	Q14157	4	0.7754	0.0826
RBM20	Q14157	1	0.9387	0.0073
TetOn-BAG3	Q14157	4	0.5182	0.2834
iPS_WTc11	Q14185	4	0.2500	0.4623
A4	Q14190	4	0.2031	0.5481
C10	Q14190	4	0.2846	0.4458
homo+Bort	Q14190	4	0.3000	0.4369
homo+DMSO	Q14190	4	0.3725	0.3969
HSPB7	Q14190	4	0.1767	0.5572
iPS_A4	Q14190	4	0.2842	0.4461
iPS_C10	Q14190	4	0.2286	0.5381
iPS_K22	Q14190	4	0.2311	0.5371
iPS_P9	Q14190	4	0.4169	0.3730
iPS_WTc11	Q14190	4	0.1334	0.5709
K22	Q14190	4	0.1977	0.5500
P9	Q14190	4	0.4907	0.3361
TetOn-BAG3	Q14190	4	0.1028	0.5821
C10	Q14195	4	0.0838	0.5897
homo+Bort	Q14195	4	0.0906	0.5871
homo+DMSO	Q14195	4	0.0500	0.6080
HSPB7	Q14195	4	0.2500	0.4623
iPS_A4	Q14195	4	0.2500	0.4623
iPS_C10	Q14195	4	0.2500	0.4623
iPS_P9	Q14195	4	0.4998	0.3258
iPS_WTc11	Q14195	4	0.0622	0.6010
P9	Q14195	4	0.2497	0.5224
TetOn-BAG3	Q14195	4	0.2252	0.5393
C10	Q14204	4	0.3289	0.4206
homo+Bort	Q14204	4	0.4796	0.3421
homo+DMSO	Q14204	4	0.3486	0.4101
HSPB7	Q14204	4	0.5821	0.2349
iPS_A4	Q14204	4	0.7314	0.1510
iPS_C10	Q14204	4	0.7085	0.1628
iPS_K22	Q14204	4	0.8066	0.0604
iPS_P9	Q14204	4	0.7500	0.1017
iPS_WTc11	Q14204	4	0.7324	0.1507
K22	Q14204	4	0.5983	0.2249
P9	Q14204	4	0.5920	0.2290
RBM20	Q14204	1	1.0000	0.0000
TetOn-BAG3	Q14204	4	0.7497	0.1362
C10	Q14207	4	0.2499	0.5199
homo+Bort	Q14207	4	0.2497	0.5224
homo+DMSO	Q14207	4	0.1466	0.5661
HSPB7	Q14207	4	0.5000	0.2946
iPS_A4	Q14207	4	0.2500	0.4623
iPS_C10	Q14207	4	0.3500	0.4092
iPS_K22	Q14207	4	0.1142	0.5774
iPS_WTc11	Q14207	4	0.1143	0.5773
K22	Q14207	4	0.3347	0.4176
P9	Q14207	4	0.2423	0.5320
homo+Bort	Q14240	4	0.0685	0.5968
iPS_A4	Q14240	4	0.0038	0.6240
RBM20	Q14240	1	0.2581	0.4589
TetOn-BAG3	Q14240	4	0.0947	0.5857
HSPB7	Q14244	4	0.2500	0.4623
iPS_A4	Q14244	4	0.7500	0.1017
iPS_C10	Q14244	4	1.0000	0.0000
iPS_K22	Q14244	4	1.0000	0.0000
iPS_P9	Q14244	4	1.0000	0.0000
iPS_WTc11	Q14244	4	0.7500	0.1017
A4	Q14249	4	0.5000	0.2946
C10	Q14249	4	0.2500	0.4623
homo+DMSO	Q14249	4	0.2500	0.4623
TetOn-BAG3	Q14249	4	0.7500	0.1017
A4	Q14257	4	0.1341	0.5705
C10	Q14257	4	0.5399	0.2674
homo+DMSO	Q14257	4	0.2500	0.4623
HSPB7	Q14257	4	0.1684	0.5594
iPS_A4	Q14257	4	0.5705	0.2437
iPS_C10	Q14257	4	0.8067	0.0602
iPS_K22	Q14257	4	0.9669	0.0035
iPS_P9	Q14257	4	0.9754	0.0024
iPS_WTc11	Q14257	4	0.9976	0.0001
K22	Q14257	4	0.5027	0.2932
P9	Q14257	4	0.2962	0.4392
RBM20	Q14257	1	1.0000	0.0000
TetOn-BAG3	Q14257	4	0.0516	0.6072
A4	Q14315	4	0.3929	0.3860
C10	Q14315	4	0.5013	0.2940
homo+Bort	Q14315	4	0.6543	0.1893
homo+DMSO	Q14315	4	0.3918	0.3867
HSPB7	Q14315	4	0.9984	0.0001
iPS_A4	Q14315	4	0.2227	0.5403
iPS_C10	Q14315	4	0.0940	0.5859
iPS_K22	Q14315	4	0.0500	0.6080
iPS_P9	Q14315	4	0.1123	0.5782
iPS_WTc11	Q14315	4	0.2824	0.4470
K22	Q14315	4	0.4385	0.3613
P9	Q14315	4	0.6900	0.1716
RBM20	Q14315	1	0.4027	0.3802
TetOn-BAG3	Q14315	4	0.4971	0.3309
A4	Q14331	4	0.4568	0.3530
C10	Q14331	4	0.5015	0.2939
homo+Bort	Q14331	4	0.2938	0.4406
homo+DMSO	Q14331	4	0.3397	0.4152
HSPB7	Q14331	4	0.4327	0.3641
iPS_A4	Q14331	4	0.3809	0.3924
iPS_C10	Q14331	4	0.6679	0.1825
iPS_K22	Q14331	4	0.4750	0.3444
iPS_P9	Q14331	4	0.4629	0.3502
iPS_WTc11	Q14331	4	0.4857	0.3388
K22	Q14331	4	0.3385	0.4157
P9	Q14331	4	0.5697	0.2442
RBM20	Q14331	1	0.5487	0.2616
TetOn-BAG3	Q14331	4	0.3031	0.4355
A4	Q14439	4	0.0437	0.6108
C10	Q14439	4	0.2685	0.4535
homo+Bort	Q14439	4	0.3074	0.4329
homo+DMSO	Q14439	4	0.2121	0.5447
HSPB7	Q14439	4	0.2049	0.5473
iPS_A4	Q14439	4	0.2435	0.5312
iPS_C10	Q14439	4	0.2176	0.5422
iPS_K22	Q14439	4	0.0706	0.5957
iPS_P9	Q14439	4	0.2484	0.5265
iPS_WTc11	Q14439	4	0.1949	0.5510
K22	Q14439	4	0.2888	0.4434
P9	Q14439	4	0.3043	0.4349
RBM20	Q14439	1	0.9872	0.0009
TetOn-BAG3	Q14439	4	0.1730	0.5580
A4	Q14444	4	0.4794	0.3422
C10	Q14444	4	0.3000	0.4369
homo+Bort	Q14444	4	0.1991	0.5495
homo+DMSO	Q14444	4	0.1281	0.5726
HSPB7	Q14444	4	0.3447	0.4123
iPS_A4	Q14444	4	0.5702	0.2439
iPS_C10	Q14444	4	0.6958	0.1688
iPS_K22	Q14444	4	0.6810	0.1757
iPS_P9	Q14444	4	0.7341	0.1500
iPS_WTc11	Q14444	4	0.4173	0.3726
K22	Q14444	4	0.2828	0.4468
P9	Q14444	4	0.3043	0.4349
RBM20	Q14444	1	0.2532	0.4612
TetOn-BAG3	Q14444	4	0.2499	0.5199
A4	Q14498	4	0.6357	0.2001
C10	Q14498	4	0.6290	0.2037
homo+Bort	Q14498	4	0.6745	0.1787
homo+DMSO	Q14498	4	0.5129	0.2868
HSPB7	Q14498	4	0.8018	0.0636
iPS_A4	Q14498	4	0.6527	0.1901
iPS_C10	Q14498	4	0.9310	0.0085
iPS_K22	Q14498	4	0.8507	0.0385
iPS_P9	Q14498	4	0.8997	0.0167
iPS_WTc11	Q14498	4	0.9034	0.0149
K22	Q14498	4	0.3560	0.4063
P9	Q14498	4	0.7480	0.1397
RBM20	Q14498	1	0.3424	0.4135
TetOn-BAG3	Q14498	4	0.7119	0.1609
A4	Q14517	4	0.5172	0.2841
C10	Q14517	4	0.4056	0.3787
homo+Bort	Q14517	4	0.5096	0.2886
homo+DMSO	Q14517	4	0.4239	0.3691
HSPB7	Q14517	4	0.5229	0.2804
iPS_A4	Q14517	4	0.4774	0.3434
iPS_C10	Q14517	4	0.6190	0.2103
iPS_K22	Q14517	4	0.6341	0.2009
iPS_P9	Q14517	4	0.3788	0.3935
iPS_WTc11	Q14517	4	0.4880	0.3375
K22	Q14517	4	0.4177	0.3724
P9	Q14517	4	0.2207	0.5410
TetOn-BAG3	Q14517	4	0.5686	0.2449
homo+Bort	Q14527	4	0.2500	0.4623
homo+DMSO	Q14527	4	0.2500	0.4623
HSPB7	Q14527	4	0.5000	0.2946
iPS_P9	Q14527	4	0.2500	0.4623
iPS_WTc11	Q14527	4	0.2500	0.4623
A4	Q14554	4	0.1595	0.5622
C10	Q14554	4	0.8081	0.0585
homo+Bort	Q14554	4	0.2499	0.5199
homo+DMSO	Q14554	4	0.2492	0.5246
HSPB7	Q14554	4	0.2487	0.5260
iPS_A4	Q14554	4	0.2500	0.4623
iPS_C10	Q14554	4	0.4977	0.3302
iPS_K22	Q14554	4	0.3050	0.4343
iPS_P9	Q14554	4	0.3206	0.4254
iPS_WTc11	Q14554	4	0.1944	0.5511
K22	Q14554	4	0.5253	0.2784
P9	Q14554	4	0.3550	0.4067
RBM20	Q14554	1	1.0000	0.0000
TetOn-BAG3	Q14554	4	0.4805	0.3414
HSPB7	Q14558	4	0.2500	0.4623
iPS_A4	Q14558	4	0.5000	0.2946
iPS_C10	Q14558	4	0.5000	0.2946
iPS_K22	Q14558	4	0.7500	0.1017
iPS_P9	Q14558	4	0.7500	0.1017
iPS_WTc11	Q14558	4	0.7500	0.1017
P9	Q14558	4	0.2500	0.4623
HSPB7	Q14566	4	0.2465	0.5288
iPS_A4	Q14566	4	0.7500	0.1017
iPS_C10	Q14566	4	1.0000	0.0000
iPS_K22	Q14566	4	1.0000	0.0000
iPS_P9	Q14566	4	1.0000	0.0000
iPS_WTc11	Q14566	4	1.0000	0.0000
P9	Q14566	4	0.3944	0.3853
A4	Q14573	4	0.4535	0.3546
C10	Q14573	4	0.2785	0.4490
homo+Bort	Q14573	4	0.5195	0.2827
homo+DMSO	Q14573	4	0.5079	0.2899
HSPB7	Q14573	4	0.6192	0.2100
iPS_A4	Q14573	4	0.6332	0.2014
iPS_C10	Q14573	4	0.6508	0.1920
iPS_K22	Q14573	4	0.3050	0.4343
iPS_P9	Q14573	4	0.8242	0.0499
iPS_WTc11	Q14573	4	0.5788	0.2374
K22	Q14573	4	0.7162	0.1584
P9	Q14573	4	0.6157	0.2125
RBM20	Q14573	1	0.8287	0.0477
TetOn-BAG3	Q14573	4	0.4534	0.3546
homo+Bort	Q14679	4	0.2500	0.4623
homo+DMSO	Q14679	4	0.2500	0.4623
iPS_P9	Q14679	4	0.2500	0.4623
A4	Q14681	4	0.0695	0.5961
C10	Q14681	4	0.1037	0.5818
homo+Bort	Q14681	4	0.2216	0.5408
homo+DMSO	Q14681	4	0.1169	0.5763
HSPB7	Q14681	4	0.1900	0.5525
iPS_A4	Q14681	4	0.2498	0.5214
iPS_C10	Q14681	4	0.5672	0.2462
iPS_K22	Q14681	4	0.5267	0.2770
iPS_P9	Q14681	4	0.3131	0.4296
iPS_WTc11	Q14681	4	0.5484	0.2619
K22	Q14681	4	0.1138	0.5775
P9	Q14681	4	0.0717	0.5952
RBM20	Q14681	1	0.7771	0.0810
TetOn-BAG3	Q14681	4	0.0579	0.6038
iPS_WTc11	Q14683	4	0.2500	0.4623
A4	Q14684	4	0.2430	0.5316
iPS_A4	Q14684	4	0.5000	0.2946
iPS_C10	Q14684	4	0.5000	0.2946
iPS_K22	Q14684	4	0.7494	0.1373
iPS_P9	Q14684	4	0.7500	0.1017
iPS_WTc11	Q14684	4	0.7500	0.1017
K22	Q14684	4	0.2496	0.5233
TetOn-BAG3	Q14684	4	0.2500	0.4623
A4	Q14692	4	0.0263	0.6175
C10	Q14692	4	0.0503	0.6077
homo+Bort	Q14692	4	0.1377	0.5691
homo+DMSO	Q14692	4	0.0520	0.6070
iPS_A4	Q14692	4	0.3592	0.4045
iPS_C10	Q14692	4	0.1840	0.5546
iPS_K22	Q14692	4	0.2791	0.4488
iPS_P9	Q14692	4	0.1394	0.5685
iPS_WTc11	Q14692	4	0.2869	0.4443
K22	Q14692	4	0.0340	0.6149
P9	Q14692	4	0.0637	0.6001
TetOn-BAG3	Q14692	4	0.0400	0.6124
A4	Q14697	4	0.0960	0.5850
C10	Q14697	4	0.1910	0.5522
homo+Bort	Q14697	4	0.1010	0.5831
homo+DMSO	Q14697	4	0.0387	0.6129
HSPB7	Q14697	4	0.2041	0.5477
iPS_A4	Q14697	4	0.5151	0.2853
iPS_C10	Q14697	4	0.9860	0.0010
iPS_K22	Q14697	4	0.4984	0.3295
iPS_P9	Q14697	4	0.4032	0.3799
iPS_WTc11	Q14697	4	0.8767	0.0267
K22	Q14697	4	0.1096	0.5795
P9	Q14697	4	0.1837	0.5548
TetOn-BAG3	Q14697	4	0.0477	0.6093
A4	Q14766	4	0.4734	0.3452
C10	Q14766	4	0.6697	0.1815
homo+Bort	Q14766	4	0.4093	0.3770
homo+DMSO	Q14766	4	0.4800	0.3417
HSPB7	Q14766	4	0.4659	0.3488
iPS_A4	Q14766	4	0.2049	0.5473
iPS_C10	Q14766	4	0.3676	0.3995
iPS_K22	Q14766	4	0.1267	0.5730
iPS_P9	Q14766	4	0.4206	0.3709
iPS_WTc11	Q14766	4	0.2096	0.5457
K22	Q14766	4	0.5287	0.2754
P9	Q14766	4	0.6783	0.1769
RBM20	Q14766	1	0.8912	0.0201
TetOn-BAG3	Q14766	4	0.3052	0.4342
C10	Q14833	4	0.2500	0.4623
A4	Q14839	4	0.3046	0.4346
C10	Q14839	4	0.2500	0.4623
homo+Bort	Q14839	4	0.2852	0.4454
homo+DMSO	Q14839	4	0.4864	0.3383
HSPB7	Q14839	4	0.2500	0.4623
iPS_A4	Q14839	4	0.6918	0.1709
iPS_C10	Q14839	4	0.7887	0.0725
iPS_K22	Q14839	4	0.4986	0.3290
iPS_P9	Q14839	4	0.8968	0.0177
iPS_WTc11	Q14839	4	0.9997	0.0000
K22	Q14839	4	0.7306	0.1514
P9	Q14839	4	0.2825	0.4469
RBM20	Q14839	1	0.9761	0.0022
TetOn-BAG3	Q14839	4	0.5000	0.2946
A4	Q14865	4	0.1959	0.5506
C10	Q14865	4	0.0405	0.6122
homo+Bort	Q14865	4	0.2324	0.5365
homo+DMSO	Q14865	4	0.1444	0.5668
iPS_A4	Q14865	4	0.1983	0.5498
iPS_C10	Q14865	4	0.4177	0.3724
iPS_K22	Q14865	4	0.3164	0.4279
iPS_P9	Q14865	4	0.0391	0.6128
iPS_WTc11	Q14865	4	0.2354	0.5351
K22	Q14865	4	0.0153	0.6207
P9	Q14865	4	0.2234	0.5399
TetOn-BAG3	Q14865	4	0.3164	0.4279
A4	Q14896	4	0.5716	0.2430
C10	Q14896	4	0.6185	0.2107
homo+Bort	Q14896	4	0.5945	0.2276
homo+DMSO	Q14896	4	0.5725	0.2423
HSPB7	Q14896	4	0.6181	0.2110
iPS_A4	Q14896	4	0.0797	0.5913
iPS_C10	Q14896	4	0.1095	0.5796
iPS_K22	Q14896	4	0.1151	0.5770
iPS_P9	Q14896	4	0.1806	0.5559
iPS_WTc11	Q14896	4	0.1273	0.5729
K22	Q14896	4	0.5772	0.2383
P9	Q14896	4	0.6055	0.2193
RBM20	Q14896	1	0.5555	0.2566
TetOn-BAG3	Q14896	4	0.5646	0.2483
A4	Q14966	4	0.0021	0.6247
C10	Q14966	4	0.0654	0.5989
homo+Bort	Q14966	4	0.0433	0.6110
homo+DMSO	Q14966	4	0.0191	0.6196
HSPB7	Q14966	4	0.0359	0.6141
iPS_A4	Q14966	4	0.3654	0.4008
iPS_C10	Q14966	4	0.1869	0.5536
iPS_K22	Q14966	4	0.2394	0.5334
iPS_P9	Q14966	4	0.3892	0.3880
iPS_WTc11	Q14966	4	0.3389	0.4156
K22	Q14966	4	0.1176	0.5760
P9	Q14966	4	0.1205	0.5748
TetOn-BAG3	Q14966	4	0.0197	0.6195
C10	Q14974	4	0.4986	0.3290
homo+Bort	Q14974	4	0.3532	0.4077
homo+DMSO	Q14974	4	0.2498	0.5214
HSPB7	Q14974	4	0.2500	0.4623
iPS_A4	Q14974	4	0.7500	0.1017
iPS_C10	Q14974	4	1.0000	0.0000
iPS_K22	Q14974	4	1.0000	0.0000
iPS_P9	Q14974	4	1.0000	0.0000
iPS_WTc11	Q14974	4	1.0000	0.0000
P9	Q14974	4	0.2500	0.4623
RBM20	Q14974	1	0.9967	0.0002
A4	Q14978	4	0.1162	0.5765
C10	Q14978	4	0.1197	0.5752
homo+Bort	Q14978	4	0.0875	0.5883
homo+DMSO	Q14978	4	0.1010	0.5831
HSPB7	Q14978	4	0.2625	0.4567
iPS_A4	Q14978	4	0.4908	0.3360
iPS_C10	Q14978	4	0.3290	0.4206
iPS_K22	Q14978	4	0.3072	0.4329
iPS_P9	Q14978	4	0.3626	0.4027
iPS_WTc11	Q14978	4	0.1840	0.5546
K22	Q14978	4	0.0276	0.6172
P9	Q14978	4	0.1732	0.5579
TetOn-BAG3	Q14978	4	0.0831	0.5900
A4	Q14980	4	0.4577	0.3526
C10	Q14980	4	0.5515	0.2595
homo+Bort	Q14980	4	0.4279	0.3668
homo+DMSO	Q14980	4	0.3782	0.3938
HSPB7	Q14980	4	0.5876	0.2314
iPS_A4	Q14980	4	0.1715	0.5584
iPS_C10	Q14980	4	0.3259	0.4223
iPS_K22	Q14980	4	0.2845	0.4458
iPS_P9	Q14980	4	0.4052	0.3788
iPS_WTc11	Q14980	4	0.4648	0.3493
K22	Q14980	4	0.4723	0.3459
P9	Q14980	4	0.5080	0.2896
TetOn-BAG3	Q14980	4	0.5880	0.2312
iPS_A4	Q15007	4	0.5000	0.2946
iPS_P9	Q15007	4	0.5000	0.2946
A4	Q15008	4	0.0836	0.5898
C10	Q15008	4	0.0695	0.5961
homo+Bort	Q15008	4	0.2037	0.5479
homo+DMSO	Q15008	4	0.0956	0.5852
HSPB7	Q15008	4	0.2507	0.4621
iPS_A4	Q15008	4	0.7220	0.1555
iPS_C10	Q15008	4	0.7617	0.0928
iPS_K22	Q15008	4	0.3917	0.3868
iPS_P9	Q15008	4	0.7214	0.1558
iPS_WTc11	Q15008	4	0.6679	0.1825
K22	Q15008	4	0.0505	0.6076
P9	Q15008	4	0.4648	0.3493
TetOn-BAG3	Q15008	4	0.0674	0.5976
A4	Q15019	4	0.4192	0.3719
C10	Q15019	4	0.7623	0.0919
homo+Bort	Q15019	4	0.3191	0.4261
homo+DMSO	Q15019	4	0.3613	0.4035
HSPB7	Q15019	4	0.5680	0.2455
iPS_A4	Q15019	4	0.6617	0.1857
iPS_C10	Q15019	4	0.9009	0.0158
iPS_K22	Q15019	4	0.5552	0.2571
iPS_P9	Q15019	4	0.8524	0.0378
iPS_WTc11	Q15019	4	0.5527	0.2588
K22	Q15019	4	0.5125	0.2872
P9	Q15019	4	0.9024	0.0154
RBM20	Q15019	1	0.6814	0.1753
TetOn-BAG3	Q15019	4	0.3259	0.4223
iPS_A4	Q15021	4	0.5000	0.2946
iPS_C10	Q15021	4	0.7025	0.1650
iPS_K22	Q15021	4	0.2500	0.4623
iPS_P9	Q15021	4	0.6153	0.2129
iPS_WTc11	Q15021	4	0.5000	0.2946
A4	Q15029	4	0.4886	0.3371
C10	Q15029	4	0.3359	0.4169
homo+Bort	Q15029	4	0.4862	0.3384
homo+DMSO	Q15029	4	0.2500	0.4623
HSPB7	Q15029	4	0.2500	0.4623
iPS_A4	Q15029	4	0.7500	0.1017
iPS_C10	Q15029	4	1.0000	0.0000
iPS_K22	Q15029	4	0.7932	0.0696
iPS_P9	Q15029	4	1.0000	0.0000
iPS_WTc11	Q15029	4	0.7908	0.0710
P9	Q15029	4	0.5000	0.2946
RBM20	Q15029	1	0.8793	0.0251
TetOn-BAG3	Q15029	4	0.2229	0.5401
iPS_WTc11	Q15046	4	0.2500	0.4623
HSPB7	Q15050	4	0.2500	0.4623
iPS_A4	Q15050	4	0.2500	0.4623
iPS_C10	Q15050	4	0.2500	0.4623
iPS_K22	Q15050	4	0.2500	0.4623
iPS_P9	Q15050	4	0.2500	0.4623
iPS_WTc11	Q15050	4	0.2500	0.4623
K22	Q15050	4	0.2500	0.4623
P9	Q15050	4	0.2500	0.4623
A4	Q15056	4	0.2497	0.5224
C10	Q15056	4	0.2496	0.5233
homo+Bort	Q15056	4	0.0261	0.6176
homo+DMSO	Q15056	4	0.0411	0.6119
HSPB7	Q15056	4	0.1600	0.5620
iPS_A4	Q15056	4	0.3219	0.4244
iPS_C10	Q15056	4	0.4854	0.3390
iPS_K22	Q15056	4	0.6940	0.1695
iPS_P9	Q15056	4	0.5202	0.2822
iPS_WTc11	Q15056	4	0.3083	0.4324
K22	Q15056	4	0.0308	0.6162
P9	Q15056	4	0.2498	0.5214
TetOn-BAG3	Q15056	4	0.1952	0.5509
A4	Q15057	4	0.3770	0.3945
C10	Q15057	4	0.3779	0.3940
homo+Bort	Q15057	4	0.0703	0.5959
homo+DMSO	Q15057	4	0.0954	0.5853
HSPB7	Q15057	4	0.4865	0.3383
iPS_A4	Q15057	4	0.4997	0.3263
iPS_C10	Q15057	4	0.7483	0.1394
iPS_K22	Q15057	4	0.7267	0.1530
iPS_P9	Q15057	4	0.7500	0.1017
iPS_WTc11	Q15057	4	0.4998	0.3258
K22	Q15057	4	0.4096	0.3766
P9	Q15057	4	0.4994	0.3275
RBM20	Q15057	1	0.5652	0.2478
TetOn-BAG3	Q15057	4	0.1927	0.5517
A4	Q15078	4	0.6535	0.1898
C10	Q15078	4	0.5923	0.2288
homo+Bort	Q15078	4	0.2719	0.4523
homo+DMSO	Q15078	4	0.2276	0.5383
HSPB7	Q15078	4	0.4551	0.3540
iPS_A4	Q15078	4	0.3220	0.4244
iPS_C10	Q15078	4	0.6449	0.1946
iPS_K22	Q15078	4	0.4508	0.3561
iPS_P9	Q15078	4	0.0599	0.6026
iPS_WTc11	Q15078	4	0.0680	0.5972
K22	Q15078	4	0.2623	0.4568
P9	Q15078	4	0.7533	0.0986
RBM20	Q15078	1	1.0000	0.0000
TetOn-BAG3	Q15078	4	0.3788	0.3935
A4	Q15084	4	0.0991	0.5837
C10	Q15084	4	0.3713	0.3975
homo+Bort	Q15084	4	0.1799	0.5563
homo+DMSO	Q15084	4	0.2747	0.4505
HSPB7	Q15084	4	0.5381	0.2687
iPS_A4	Q15084	4	0.6946	0.1693
iPS_C10	Q15084	4	0.7509	0.1010
iPS_K22	Q15084	4	0.8239	0.0501
iPS_P9	Q15084	4	0.9986	0.0001
iPS_WTc11	Q15084	4	1.0000	0.0000
K22	Q15084	4	0.4547	0.3541
P9	Q15084	4	0.5583	0.2541
RBM20	Q15084	1	0.7999	0.0647
TetOn-BAG3	Q15084	4	0.2498	0.5214
A4	Q15111	4	0.5527	0.2588
C10	Q15111	4	0.5084	0.2893
homo+Bort	Q15111	4	0.7455	0.1424
homo+DMSO	Q15111	4	0.6203	0.2091
HSPB7	Q15111	4	0.5286	0.2755
iPS_A4	Q15111	4	0.6599	0.1865
iPS_C10	Q15111	4	0.5745	0.2406
iPS_K22	Q15111	4	0.6129	0.2148
iPS_P9	Q15111	4	0.6374	0.1988
iPS_WTc11	Q15111	4	0.6658	0.1837
K22	Q15111	4	0.5230	0.2802
P9	Q15111	4	0.5021	0.2936
RBM20	Q15111	1	0.7830	0.0765
TetOn-BAG3	Q15111	4	0.5426	0.2657
A4	Q15113	4	0.2500	0.4623
homo+DMSO	Q15113	4	0.2500	0.4623
HSPB7	Q15113	4	0.2500	0.4623
iPS_A4	Q15113	4	0.2500	0.4623
iPS_P9	Q15113	4	0.2500	0.4623
iPS_WTc11	Q15113	4	0.2500	0.4623
K22	Q15113	4	0.2500	0.4623
P9	Q15113	4	0.5000	0.2946
A4	Q15208	4	0.7771	0.0810
C10	Q15208	4	0.8390	0.0425
homo+Bort	Q15208	4	0.7832	0.0763
homo+DMSO	Q15208	4	0.7294	0.1521
HSPB7	Q15208	4	0.8631	0.0324
iPS_A4	Q15208	4	0.6496	0.1924
iPS_C10	Q15208	4	0.8614	0.0332
iPS_K22	Q15208	4	0.8574	0.0356
iPS_P9	Q15208	4	0.8506	0.0388
iPS_WTc11	Q15208	4	0.8498	0.0394
K22	Q15208	4	0.7626	0.0915
P9	Q15208	4	0.8627	0.0329
RBM20	Q15208	1	0.8650	0.0315
TetOn-BAG3	Q15208	4	0.6946	0.1693
A4	Q15233	4	0.5765	0.2389
C10	Q15233	4	0.3964	0.3843
homo+Bort	Q15233	4	0.2551	0.4603
homo+DMSO	Q15233	4	0.3161	0.4280
HSPB7	Q15233	4	0.2593	0.4582
iPS_A4	Q15233	4	0.5099	0.2884
iPS_C10	Q15233	4	0.4708	0.3466
iPS_K22	Q15233	4	0.5871	0.2317
iPS_P9	Q15233	4	0.4273	0.3671
iPS_WTc11	Q15233	4	0.6651	0.1844
K22	Q15233	4	0.2135	0.5441
P9	Q15233	4	0.3408	0.4142
RBM20	Q15233	1	0.7367	0.1483
TetOn-BAG3	Q15233	4	0.4371	0.3620
C10	Q15293	4	0.2500	0.4623
iPS_P9	Q15293	4	0.2500	0.4623
K22	Q15293	4	0.2500	0.4623
P9	Q15293	4	0.2500	0.4623
C10	Q15327	4	0.2500	0.4623
homo+Bort	Q15327	4	0.7500	0.1017
K22	Q15327	4	0.2040	0.5478
A4	Q15345	4	0.0868	0.5885
C10	Q15345	4	0.3935	0.3856
homo+Bort	Q15345	4	0.5338	0.2718
homo+DMSO	Q15345	4	0.3205	0.4255
HSPB7	Q15345	4	0.1275	0.5728
iPS_A4	Q15345	4	0.1506	0.5648
iPS_C10	Q15345	4	0.4269	0.3674
iPS_K22	Q15345	4	0.2158	0.5430
iPS_P9	Q15345	4	0.5679	0.2456
iPS_WTc11	Q15345	4	0.3182	0.4266
K22	Q15345	4	0.4600	0.3514
P9	Q15345	4	0.1810	0.5557
RBM20	Q15345	1	0.6295	0.2033
TetOn-BAG3	Q15345	4	0.2687	0.4535
A4	Q15365	4	0.4938	0.3341
C10	Q15365	4	0.4732	0.3452
homo+Bort	Q15365	4	0.4552	0.3539
homo+DMSO	Q15365	4	0.3779	0.3940
HSPB7	Q15365	4	0.5821	0.2349
iPS_A4	Q15365	4	0.5505	0.2600
iPS_C10	Q15365	4	0.7731	0.0840
iPS_K22	Q15365	4	0.7006	0.1660
iPS_P9	Q15365	4	0.7804	0.0780
iPS_WTc11	Q15365	4	0.7497	0.1362
