Bait	Prey	#Rep	#Pep	AvgP	BFDR
iPS_WTc11	Q9NP97	4	2	0.1250	0.6232
P9	Q9NP97	4	2	0.2500	0.5036
A4	Q9NPB8	4	1	0.4866	0.3557
C10	Q9NPB8	4	1	0.2499	0.5420
homo+Bort	Q9NPB8	4	1	0.4990	0.3441
homo+DMSO	Q9NPB8	4	1	0.4987	0.3453
HSPB7	Q9NPB8	4	1	0.2450	0.5542
iPS_C10	Q9NPB8	4	1	0.2499	0.5420
iPS_P9	Q9NPB8	4	1	0.2500	0.5036
iPS_WTc11	Q9NPB8	4	1	0.2500	0.5036
P9	Q9NPB8	4	1	0.2496	0.5469
TetOn-BAG3	Q9NPB8	4	1	0.2500	0.5036
homo+Bort	Q9NPC2	4	1	0.2252	0.5730
iPS_K22	Q9NPC2	4	1	0.1000	0.6404
TetOn-BAG3	Q9NPC2	4	1	0.2086	0.5844
A4	Q9NPC6	4	2	0.3377	0.4554
C10	Q9NPC6	4	2	0.2656	0.4980
homo+Bort	Q9NPC6	4	2	0.1930	0.5926
homo+DMSO	Q9NPC6	4	2	0.2084	0.5845
HSPB7	Q9NPC6	4	2	0.1853	0.5969
K22	Q9NPC6	4	2	0.3125	0.4721
P9	Q9NPC6	4	2	0.3193	0.4674
TetOn-BAG3	Q9NPC6	4	2	0.4172	0.4036
HSPB7	Q9NPH3	4	1	0.2500	0.5036
iPS_C10	Q9NPH3	4	1	0.2500	0.5036
iPS_K22	Q9NPH3	4	1	0.2500	0.5036
iPS_P9	Q9NPH3	4	1	0.5000	0.3249
iPS_WTc11	Q9NPH3	4	1	0.2500	0.5036
TetOn-BAG3	Q9NPH3	4	1	0.2500	0.5036
A4	Q9NPI1	4	1	0.4920	0.3522
C10	Q9NPI1	4	1	0.4999	0.3390
homo+Bort	Q9NPI1	4	1	0.4997	0.3414
homo+DMSO	Q9NPI1	4	1	0.2500	0.5036
HSPB7	Q9NPI1	4	1	0.4995	0.3430
iPS_C10	Q9NPI1	4	1	0.2497	0.5462
iPS_K22	Q9NPI1	4	1	0.2500	0.5036
iPS_P9	Q9NPI1	4	1	0.2499	0.5420
K22	Q9NPI1	4	1	0.2500	0.5036
P9	Q9NPI1	4	1	0.2500	0.5036
RBM20	Q9NPI1	1	1	0.9985	0.0001
TetOn-BAG3	Q9NPI1	4	1	0.2500	0.5036
A4	Q9NQ29	4	6	0.2550	0.5017
C10	Q9NQ29	4	6	0.3492	0.4490
homo+Bort	Q9NQ29	4	6	0.1003	0.6402
homo+DMSO	Q9NQ29	4	6	0.0869	0.6444
HSPB7	Q9NQ29	4	6	0.1327	0.6207
iPS_A4	Q9NQ29	4	6	0.6167	0.2470
iPS_C10	Q9NQ29	4	6	0.7932	0.1058
iPS_K22	Q9NQ29	4	6	0.8660	0.0647
iPS_P9	Q9NQ29	4	6	0.6759	0.2001
iPS_WTc11	Q9NQ29	4	6	0.6716	0.2032
K22	Q9NQ29	4	6	0.1559	0.6115
P9	Q9NQ29	4	6	0.0460	0.6610
TetOn-BAG3	Q9NQ29	4	6	0.0129	0.6673
HSPB7	Q9NQ31	4	1	0.2500	0.5036
iPS_WTc11	Q9NQ31	4	1	0.2500	0.5036
A4	Q9NQ32	4	4	0.2128	0.5818
homo+Bort	Q9NQ32	4	4	0.1562	0.6113
homo+DMSO	Q9NQ32	4	4	0.0826	0.6483
HSPB7	Q9NQ32	4	4	0.0798	0.6495
iPS_A4	Q9NQ32	4	4	0.0774	0.6506
iPS_C10	Q9NQ32	4	4	0.0770	0.6508
iPS_K22	Q9NQ32	4	4	0.1354	0.6197
iPS_P9	Q9NQ32	4	4	0.0375	0.6629
iPS_WTc11	Q9NQ32	4	4	0.0829	0.6481
K22	Q9NQ32	4	4	0.0760	0.6512
P9	Q9NQ32	4	4	0.1598	0.6098
RBM20	Q9NQ32	1	4	0.3185	0.4679
TetOn-BAG3	Q9NQ32	4	4	0.2258	0.5727
A4	Q9NQ33	4	1	0.1713	0.6030
homo+Bort	Q9NQ33	4	1	0.1931	0.5925
homo+DMSO	Q9NQ33	4	1	0.1893	0.5949
HSPB7	Q9NQ33	4	1	0.2446	0.5547
iPS_A4	Q9NQ33	4	1	0.1917	0.5933
iPS_WTc11	Q9NQ33	4	1	0.2272	0.5717
K22	Q9NQ33	4	1	0.0739	0.6520
RBM20	Q9NQ33	1	1	0.9719	0.0047
TetOn-BAG3	Q9NQ33	4	1	0.0889	0.6438
iPS_C10	Q9NQ92	4	1	0.2500	0.5036
iPS_P9	Q9NQ92	4	1	0.2500	0.5036
A4	Q9NQC3	4	2	0.4169	0.4038
C10	Q9NQC3	4	2	0.3937	0.4195
homo+Bort	Q9NQC3	4	2	0.4482	0.3832
homo+DMSO	Q9NQC3	4	2	0.2919	0.4846
HSPB7	Q9NQC3	4	2	0.0868	0.6444
K22	Q9NQC3	4	2	0.5518	0.2909
P9	Q9NQC3	4	2	0.2219	0.5755
TetOn-BAG3	Q9NQC3	4	2	0.2162	0.5793
iPS_C10	Q9NQS7	4	1	0.2500	0.5036
iPS_K22	Q9NQS7	4	1	0.2500	0.5036
iPS_WTc11	Q9NQS7	4	1	0.2500	0.5036
RBM20	Q9NQS7	1	1	1.0000	0.0000
A4	Q9NR09	4	1	0.1519	0.6132
C10	Q9NR09	4	1	0.1850	0.5971
homo+DMSO	Q9NR09	4	1	0.2446	0.5547
HSPB7	Q9NR09	4	1	0.1860	0.5965
iPS_C10	Q9NR09	4	1	0.2097	0.5835
iPS_K22	Q9NR09	4	1	0.2499	0.5420
P9	Q9NR09	4	1	0.3766	0.4302
homo+Bort	Q9NR22	4	1	0.2500	0.5036
A4	Q9NR28	4	4	0.2704	0.4958
C10	Q9NR28	4	4	0.4823	0.3587
homo+Bort	Q9NR28	4	4	0.1969	0.5907
homo+DMSO	Q9NR28	4	4	0.0354	0.6633
HSPB7	Q9NR28	4	4	0.5257	0.3104
iPS_A4	Q9NR28	4	4	0.3217	0.4658
iPS_C10	Q9NR28	4	4	0.1330	0.6206
iPS_K22	Q9NR28	4	4	0.1461	0.6157
iPS_P9	Q9NR28	4	4	0.2792	0.4915
iPS_WTc11	Q9NR28	4	4	0.2149	0.5803
K22	Q9NR28	4	4	0.2464	0.5529
P9	Q9NR28	4	4	0.4605	0.3755
TetOn-BAG3	Q9NR28	4	4	0.0761	0.6512
iPS_A4	Q9NR30	4	5	0.4166	0.4043
iPS_C10	Q9NR30	4	5	0.3332	0.4589
iPS_K22	Q9NR30	4	5	0.4167	0.4038
iPS_P9	Q9NR30	4	5	0.6655	0.2083
iPS_WTc11	Q9NR30	4	5	0.4167	0.4038
K22	Q9NR30	4	5	0.0833	0.6451
A4	Q9NR77	4	1	0.3775	0.4299
C10	Q9NR77	4	1	0.2931	0.4838
homo+Bort	Q9NR77	4	1	0.1893	0.5949
homo+DMSO	Q9NR77	4	1	0.4383	0.3895
HSPB7	Q9NR77	4	1	0.1606	0.6095
iPS_A4	Q9NR77	4	1	0.5160	0.3159
iPS_C10	Q9NR77	4	1	0.5592	0.2869
iPS_K22	Q9NR77	4	1	0.1880	0.5954
iPS_P9	Q9NR77	4	1	0.3565	0.4451
iPS_WTc11	Q9NR77	4	1	0.2309	0.5681
P9	Q9NR77	4	1	0.3273	0.4628
TetOn-BAG3	Q9NR77	4	1	0.1585	0.6104
homo+DMSO	Q9NRA2	4	1	0.3760	0.4306
iPS_WTc11	Q9NRA2	4	1	0.2250	0.5732
P9	Q9NRA2	4	1	0.2028	0.5876
homo+Bort	Q9NRD5	4	1	0.5000	0.3249
P9	Q9NRD5	4	1	0.2500	0.5036
A4	Q9NS18	4	1	0.2500	0.5036
C10	Q9NS18	4	1	0.2500	0.5036
homo+DMSO	Q9NS18	4	1	0.2500	0.5036
iPS_A4	Q9NS18	4	1	0.2500	0.5036
iPS_C10	Q9NS18	4	1	0.2492	0.5489
iPS_WTc11	Q9NS18	4	1	0.2499	0.5420
TetOn-BAG3	Q9NS18	4	1	0.2500	0.5036
A4	Q9NS93	4	1	0.2940	0.4830
homo+Bort	Q9NS93	4	1	0.1812	0.5990
homo+DMSO	Q9NS93	4	1	0.1361	0.6193
HSPB7	Q9NS93	4	1	0.0386	0.6627
iPS_C10	Q9NS93	4	1	0.2303	0.5686
iPS_K22	Q9NS93	4	1	0.2381	0.5614
iPS_P9	Q9NS93	4	1	0.2162	0.5793
iPS_WTc11	Q9NS93	4	1	0.4372	0.3907
P9	Q9NS93	4	1	0.2274	0.5714
iPS_A4	Q9NTJ3	4	2	0.6247	0.2415
iPS_C10	Q9NTJ3	4	2	0.3749	0.4332
iPS_K22	Q9NTJ3	4	2	0.3750	0.4310
iPS_P9	Q9NTJ3	4	2	0.3749	0.4332
iPS_WTc11	Q9NTJ3	4	2	0.3747	0.4336
A4	Q9NTX9	4	3	0.3538	0.4465
C10	Q9NTX9	4	3	0.3041	0.4774
homo+Bort	Q9NTX9	4	3	0.1806	0.5993
homo+DMSO	Q9NTX9	4	3	0.2284	0.5704
HSPB7	Q9NTX9	4	3	0.0887	0.6439
iPS_A4	Q9NTX9	4	3	0.3092	0.4738
iPS_C10	Q9NTX9	4	3	0.2939	0.4832
iPS_K22	Q9NTX9	4	3	0.4555	0.3783
iPS_P9	Q9NTX9	4	3	0.2393	0.5603
iPS_WTc11	Q9NTX9	4	3	0.3274	0.4627
K22	Q9NTX9	4	3	0.4013	0.4151
P9	Q9NTX9	4	3	0.3846	0.4254
RBM20	Q9NTX9	1	3	0.3123	0.4723
TetOn-BAG3	Q9NTX9	4	3	0.2694	0.4964
A4	Q9NU02	4	1	0.5737	0.2761
C10	Q9NU02	4	1	0.6948	0.1858
homo+Bort	Q9NU02	4	1	0.7268	0.1609
homo+DMSO	Q9NU02	4	1	0.6894	0.1902
HSPB7	Q9NU02	4	1	0.6719	0.2027
iPS_A4	Q9NU02	4	1	0.6077	0.2536
iPS_C10	Q9NU02	4	1	0.7489	0.1452
iPS_K22	Q9NU02	4	1	0.8398	0.0804
iPS_P9	Q9NU02	4	1	0.6685	0.2057
iPS_WTc11	Q9NU02	4	1	0.5077	0.3203
K22	Q9NU02	4	1	0.8231	0.0898
P9	Q9NU02	4	1	0.7597	0.1288
RBM20	Q9NU02	1	1	0.8854	0.0536
TetOn-BAG3	Q9NU02	4	1	0.8040	0.1011
iPS_A4	Q9NU22	4	7	0.3122	0.4724
iPS_C10	Q9NU22	4	7	0.6874	0.1922
iPS_K22	Q9NU22	4	7	0.5610	0.2854
iPS_P9	Q9NU22	4	7	0.5000	0.3249
iPS_WTc11	Q9NU22	4	7	0.3125	0.4721
TetOn-BAG3	Q9NU22	4	7	0.0625	0.6558
HSPB7	Q9NU23	4	1	0.2500	0.5036
iPS_P9	Q9NU23	4	1	0.2273	0.5715
iPS_WTc11	Q9NU23	4	1	0.4420	0.3869
K22	Q9NU23	4	1	0.1623	0.6089
A4	Q9NUK0	4	1	0.4313	0.3948
C10	Q9NUK0	4	1	0.6654	0.2084
homo+Bort	Q9NUK0	4	1	0.6612	0.2112
homo+DMSO	Q9NUK0	4	1	0.6708	0.2040
HSPB7	Q9NUK0	4	1	0.4026	0.4141
iPS_A4	Q9NUK0	4	1	0.5792	0.2735
iPS_C10	Q9NUK0	4	1	0.4950	0.3498
iPS_K22	Q9NUK0	4	1	0.2873	0.4870
iPS_P9	Q9NUK0	4	1	0.7623	0.1263
iPS_WTc11	Q9NUK0	4	1	0.5392	0.2999
K22	Q9NUK0	4	1	0.3867	0.4243
P9	Q9NUK0	4	1	0.6074	0.2540
RBM20	Q9NUK0	1	1	1.0000	0.0000
TetOn-BAG3	Q9NUK0	4	1	0.5717	0.2777
homo+Bort	Q9NUQ6	4	2	0.2498	0.5450
HSPB7	Q9NUQ6	4	2	0.1250	0.6232
iPS_A4	Q9NUQ6	4	2	0.1250	0.6232
iPS_K22	Q9NUQ6	4	2	0.1249	0.6273
iPS_P9	Q9NUQ6	4	2	0.1246	0.6287
K22	Q9NUQ6	4	2	0.2500	0.5036
homo+Bort	Q9NUQ7	4	1	0.2500	0.5036
HSPB7	Q9NUQ7	4	1	0.2499	0.5420
iPS_A4	Q9NUQ7	4	1	0.2500	0.5036
iPS_C10	Q9NUQ7	4	1	0.2500	0.5036
iPS_WTc11	Q9NUQ7	4	1	0.2500	0.5036
P9	Q9NUQ7	4	1	0.2500	0.5036
TetOn-BAG3	Q9NUQ7	4	1	0.2500	0.5036
A4	Q9NV06	4	1	0.2477	0.5515
iPS_A4	Q9NV06	4	1	0.2500	0.5036
iPS_K22	Q9NV06	4	1	0.2500	0.5036
A4	Q9NV96	4	1	0.2500	0.5036
C10	Q9NV96	4	1	0.2500	0.5036
homo+Bort	Q9NV96	4	1	0.2500	0.5036
homo+DMSO	Q9NV96	4	1	0.2500	0.5036
HSPB7	Q9NV96	4	1	0.2500	0.5036
iPS_A4	Q9NV96	4	1	0.2500	0.5036
iPS_C10	Q9NV96	4	1	0.5000	0.3249
iPS_K22	Q9NV96	4	1	0.2500	0.5036
iPS_WTc11	Q9NV96	4	1	0.2500	0.5036
P9	Q9NV96	4	1	0.2500	0.5036
TetOn-BAG3	Q9NV96	4	1	0.5000	0.3249
A4	Q9NVD3	4	1	0.1671	0.6047
C10	Q9NVD3	4	1	0.1109	0.6362
iPS_K22	Q9NVD3	4	1	0.2461	0.5532
iPS_P9	Q9NVD3	4	1	0.1649	0.6077
K22	Q9NVD3	4	1	0.1492	0.6145
P9	Q9NVD3	4	1	0.2800	0.4911
homo+DMSO	Q9NVI1	4	1	0.2500	0.5036
iPS_P9	Q9NVI1	4	1	0.2103	0.5832
iPS_WTc11	Q9NVI7	4	1	0.2500	0.5036
iPS_A4	Q9NVL8	4	1	0.2500	0.5036
A4	Q9NVN8	4	2	0.3047	0.4769
C10	Q9NVN8	4	2	0.1084	0.6373
homo+Bort	Q9NVN8	4	2	0.1107	0.6363
homo+DMSO	Q9NVN8	4	2	0.1091	0.6371
iPS_A4	Q9NVN8	4	2	0.3437	0.4522
iPS_C10	Q9NVN8	4	2	0.3183	0.4681
iPS_K22	Q9NVN8	4	2	0.2112	0.5827
iPS_P9	Q9NVN8	4	2	0.2766	0.4930
iPS_WTc11	Q9NVN8	4	2	0.2332	0.5662
K22	Q9NVN8	4	2	0.0940	0.6424
P9	Q9NVN8	4	2	0.2031	0.5875
TetOn-BAG3	Q9NVN8	4	2	0.2161	0.5794
A4	Q9NVP1	4	5	0.1186	0.6329
C10	Q9NVP1	4	5	0.1184	0.6330
homo+Bort	Q9NVP1	4	5	0.1270	0.6224
homo+DMSO	Q9NVP1	4	5	0.0540	0.6589
HSPB7	Q9NVP1	4	5	0.2783	0.4920
iPS_A4	Q9NVP1	4	5	0.2479	0.5513
iPS_C10	Q9NVP1	4	5	0.2489	0.5498
iPS_K22	Q9NVP1	4	5	0.2489	0.5498
iPS_P9	Q9NVP1	4	5	0.2476	0.5517
iPS_WTc11	Q9NVP1	4	5	0.2489	0.5498
K22	Q9NVP1	4	5	0.1078	0.6375
P9	Q9NVP1	4	5	0.1915	0.5934
TetOn-BAG3	Q9NVP1	4	5	0.1557	0.6115
A4	Q9NW13	4	1	0.2414	0.5581
C10	Q9NW13	4	1	0.2540	0.5020
homo+Bort	Q9NW13	4	1	0.4492	0.3824
homo+DMSO	Q9NW13	4	1	0.1862	0.5964
HSPB7	Q9NW13	4	1	0.2184	0.5778
iPS_A4	Q9NW13	4	1	0.2842	0.4889
iPS_C10	Q9NW13	4	1	0.2432	0.5564
iPS_K22	Q9NW13	4	1	0.3378	0.4553
iPS_P9	Q9NW13	4	1	0.2624	0.4992
iPS_WTc11	Q9NW13	4	1	0.3434	0.4525
K22	Q9NW13	4	1	0.2028	0.5876
P9	Q9NW13	4	1	0.2406	0.5589
RBM20	Q9NW13	1	1	0.6268	0.2382
TetOn-BAG3	Q9NW13	4	1	0.0876	0.6443
A4	Q9NWB6	4	5	0.5799	0.2729
C10	Q9NWB6	4	5	0.5172	0.3152
homo+Bort	Q9NWB6	4	5	0.3089	0.4740
homo+DMSO	Q9NWB6	4	5	0.4179	0.4031
HSPB7	Q9NWB6	4	5	0.7592	0.1295
iPS_A4	Q9NWB6	4	5	0.6955	0.1850
iPS_C10	Q9NWB6	4	5	0.8186	0.0928
iPS_K22	Q9NWB6	4	5	0.7917	0.1073
iPS_P9	Q9NWB6	4	5	0.8046	0.1007
iPS_WTc11	Q9NWB6	4	5	0.7209	0.1652
K22	Q9NWB6	4	5	0.2589	0.5002
P9	Q9NWB6	4	5	0.7091	0.1733
RBM20	Q9NWB6	1	5	0.2704	0.4958
TetOn-BAG3	Q9NWB6	4	5	0.4603	0.3758
A4	Q9NWH9	4	4	0.0301	0.6644
C10	Q9NWH9	4	4	0.1204	0.6318
homo+Bort	Q9NWH9	4	4	0.1984	0.5900
homo+DMSO	Q9NWH9	4	4	0.1348	0.6199
HSPB7	Q9NWH9	4	4	0.1540	0.6123
iPS_A4	Q9NWH9	4	4	0.2195	0.5771
iPS_C10	Q9NWH9	4	4	0.2086	0.5844
iPS_K22	Q9NWH9	4	4	0.2095	0.5838
iPS_P9	Q9NWH9	4	4	0.1981	0.5901
iPS_WTc11	Q9NWH9	4	4	0.1708	0.6033
K22	Q9NWH9	4	4	0.1302	0.6214
P9	Q9NWH9	4	4	0.1183	0.6331
RBM20	Q9NWH9	1	4	0.2860	0.4879
TetOn-BAG3	Q9NWH9	4	4	0.1533	0.6126
iPS_A4	Q9NWT1	4	1	0.2500	0.5036
iPS_C10	Q9NWT1	4	1	0.2500	0.5036
iPS_P9	Q9NWT1	4	1	0.2500	0.5036
TetOn-BAG3	Q9NWT1	4	1	0.2500	0.5036
C10	Q9NWZ3	4	1	0.4760	0.3630
iPS_P9	Q9NWZ3	4	1	0.4687	0.3688
P9	Q9NWZ3	4	1	0.2460	0.5534
TetOn-BAG3	Q9NWZ3	4	1	0.3808	0.4280
C10	Q9NX45	4	2	0.1250	0.6232
homo+DMSO	Q9NX45	4	2	0.0948	0.6421
iPS_A4	Q9NX45	4	2	0.1217	0.6310
iPS_C10	Q9NX45	4	2	0.4465	0.3847
iPS_P9	Q9NX45	4	2	0.1250	0.6232
P9	Q9NX45	4	2	0.1914	0.5935
A4	Q9NX58	4	4	0.1390	0.6183
C10	Q9NX58	4	4	0.0727	0.6523
homo+Bort	Q9NX58	4	4	0.0650	0.6551
homo+DMSO	Q9NX58	4	4	0.0208	0.6660
HSPB7	Q9NX58	4	4	0.0236	0.6655
iPS_A4	Q9NX58	4	4	0.3553	0.4458
iPS_C10	Q9NX58	4	4	0.3078	0.4749
iPS_K22	Q9NX58	4	4	0.3574	0.4444
iPS_P9	Q9NX58	4	4	0.4595	0.3763
iPS_WTc11	Q9NX58	4	4	0.2813	0.4904
K22	Q9NX58	4	4	0.1139	0.6352
P9	Q9NX58	4	4	0.1696	0.6038
TetOn-BAG3	Q9NX58	4	4	0.2827	0.4896
A4	Q9NXE8	4	4	0.1066	0.6379
C10	Q9NXE8	4	4	0.0627	0.6557
homo+Bort	Q9NXE8	4	4	0.1571	0.6110
homo+DMSO	Q9NXE8	4	4	0.0626	0.6558
HSPB7	Q9NXE8	4	4	0.1518	0.6133
iPS_A4	Q9NXE8	4	4	0.4239	0.3991
iPS_C10	Q9NXE8	4	4	0.3855	0.4248
iPS_K22	Q9NXE8	4	4	0.3050	0.4766
iPS_P9	Q9NXE8	4	4	0.5214	0.3128
iPS_WTc11	Q9NXE8	4	4	0.3822	0.4271
P9	Q9NXE8	4	4	0.2026	0.5877
C10	Q9NXF8	4	1	0.2500	0.5036
homo+Bort	Q9NXF8	4	1	0.2500	0.5036
HSPB7	Q9NXF8	4	1	0.2500	0.5036
iPS_A4	Q9NXF8	4	1	0.5000	0.3249
iPS_C10	Q9NXF8	4	1	0.5000	0.3249
iPS_P9	Q9NXF8	4	1	0.2500	0.5036
iPS_WTc11	Q9NXF8	4	1	0.2500	0.5036
K22	Q9NXF8	4	1	0.5000	0.3249
A4	Q9NXG0	4	1	0.6513	0.2191
C10	Q9NXG0	4	1	0.6265	0.2384
homo+Bort	Q9NXG0	4	1	0.8311	0.0856
homo+DMSO	Q9NXG0	4	1	0.8451	0.0775
HSPB7	Q9NXG0	4	1	0.9325	0.0261
iPS_A4	Q9NXG0	4	1	0.6761	0.1999
iPS_C10	Q9NXG0	4	1	0.8784	0.0575
iPS_K22	Q9NXG0	4	1	0.8814	0.0559
iPS_P9	Q9NXG0	4	1	0.9292	0.0285
iPS_WTc11	Q9NXG0	4	1	0.6930	0.1873
K22	Q9NXG0	4	1	0.6731	0.2017
P9	Q9NXG0	4	1	0.6720	0.2026
RBM20	Q9NXG0	1	1	0.9091	0.0395
TetOn-BAG3	Q9NXG0	4	1	0.9081	0.0407
C10	Q9NXP7	4	1	0.2500	0.5036
iPS_A4	Q9NXP7	4	1	0.5000	0.3249
iPS_C10	Q9NXP7	4	1	0.2500	0.5036
iPS_P9	Q9NXP7	4	1	0.2494	0.5481
iPS_WTc11	Q9NXP7	4	1	0.2500	0.5036
P9	Q9NXP7	4	1	0.2500	0.5036
TetOn-BAG3	Q9NXP7	4	1	0.2500	0.5036
iPS_A4	Q9NXS2	4	2	0.1250	0.6232
iPS_C10	Q9NXS2	4	2	0.2500	0.5036
iPS_K22	Q9NXS2	4	2	0.1250	0.6232
iPS_P9	Q9NXS2	4	2	0.4944	0.3503
iPS_WTc11	Q9NXS2	4	2	0.2500	0.5036
P9	Q9NXS2	4	2	0.0492	0.6604
A4	Q9NXV2	4	3	0.4773	0.3620
C10	Q9NXV2	4	3	0.5206	0.3135
homo+Bort	Q9NXV2	4	3	0.4713	0.3669
homo+DMSO	Q9NXV2	4	3	0.3453	0.4513
HSPB7	Q9NXV2	4	3	0.3789	0.4290
iPS_A4	Q9NXV2	4	3	0.5908	0.2644
iPS_C10	Q9NXV2	4	3	0.6365	0.2297
iPS_K22	Q9NXV2	4	3	0.5658	0.2816
iPS_P9	Q9NXV2	4	3	0.7264	0.1612
iPS_WTc11	Q9NXV2	4	3	0.3259	0.4634
K22	Q9NXV2	4	3	0.4962	0.3488
P9	Q9NXV2	4	3	0.6513	0.2191
RBM20	Q9NXV2	1	3	0.9949	0.0004
TetOn-BAG3	Q9NXV2	4	3	0.1593	0.6100
homo+Bort	Q9NXZ1	4	1	0.2500	0.5036
iPS_C10	Q9NXZ1	4	1	0.2500	0.5036
iPS_WTc11	Q9NXZ1	4	1	0.2500	0.5036
A4	Q9NY12	4	6	0.2147	0.5805
C10	Q9NY12	4	6	0.2286	0.5702
homo+Bort	Q9NY12	4	6	0.2679	0.4971
homo+DMSO	Q9NY12	4	6	0.2926	0.4842
HSPB7	Q9NY12	4	6	0.2358	0.5637
iPS_A4	Q9NY12	4	6	0.4127	0.4079
iPS_C10	Q9NY12	4	6	0.4964	0.3485
iPS_K22	Q9NY12	4	6	0.5030	0.3229
iPS_P9	Q9NY12	4	6	0.4840	0.3577
iPS_WTc11	Q9NY12	4	6	0.6282	0.2370
K22	Q9NY12	4	6	0.0429	0.6617
P9	Q9NY12	4	6	0.1980	0.5902
TetOn-BAG3	Q9NY12	4	6	0.3716	0.4362
A4	Q9NY93	4	7	0.0999	0.6404
C10	Q9NY93	4	7	0.1805	0.5994
homo+Bort	Q9NY93	4	7	0.1693	0.6040
homo+DMSO	Q9NY93	4	7	0.0010	0.6688
HSPB7	Q9NY93	4	7	0.1377	0.6188
iPS_A4	Q9NY93	4	7	0.6351	0.2307
iPS_C10	Q9NY93	4	7	0.5030	0.3229
iPS_K22	Q9NY93	4	7	0.1192	0.6325
iPS_P9	Q9NY93	4	7	0.5283	0.3083
iPS_WTc11	Q9NY93	4	7	0.3776	0.4298
K22	Q9NY93	4	7	0.0536	0.6590
P9	Q9NY93	4	7	0.1904	0.5942
TetOn-BAG3	Q9NY93	4	7	0.0540	0.6589
A4	Q9NYF8	4	29	0.5264	0.3100
C10	Q9NYF8	4	29	0.4195	0.4021
homo+Bort	Q9NYF8	4	29	0.3294	0.4615
homo+DMSO	Q9NYF8	4	29	0.2255	0.5728
HSPB7	Q9NYF8	4	29	0.5069	0.3206
iPS_A4	Q9NYF8	4	29	0.5521	0.2907
iPS_C10	Q9NYF8	4	29	0.7050	0.1778
iPS_K22	Q9NYF8	4	29	0.4619	0.3740
iPS_P9	Q9NYF8	4	29	0.6279	0.2371
iPS_WTc11	Q9NYF8	4	29	0.6263	0.2388
K22	Q9NYF8	4	29	0.4200	0.4018
P9	Q9NYF8	4	29	0.5449	0.2958
RBM20	Q9NYF8	1	29	0.3817	0.4274
TetOn-BAG3	Q9NYF8	4	29	0.3248	0.4640
A4	Q9NYQ7	4	1	0.1759	0.6013
HSPB7	Q9NYQ7	4	1	0.1997	0.5893
iPS_WTc11	Q9NYQ7	4	1	0.1819	0.5987
RBM20	Q9NYQ7	1	1	0.8304	0.0858
TetOn-BAG3	Q9NYQ7	4	1	0.1140	0.6352
A4	Q9NYY8	4	2	0.5000	0.3249
C10	Q9NYY8	4	2	0.3750	0.4310
homo+Bort	Q9NYY8	4	2	0.2500	0.5036
homo+DMSO	Q9NYY8	4	2	0.3750	0.4310
iPS_A4	Q9NYY8	4	2	0.2500	0.5036
iPS_C10	Q9NYY8	4	2	0.2500	0.5036
iPS_K22	Q9NYY8	4	2	0.3750	0.4310
iPS_P9	Q9NYY8	4	2	0.2500	0.5036
iPS_WTc11	Q9NYY8	4	2	0.3750	0.4310
P9	Q9NYY8	4	2	0.2500	0.5036
TetOn-BAG3	Q9NYY8	4	2	0.3750	0.4310
A4	Q9NYZ3	4	1	0.3489	0.4492
C10	Q9NYZ3	4	1	0.0429	0.6617
homo+Bort	Q9NYZ3	4	1	0.2711	0.4954
homo+DMSO	Q9NYZ3	4	1	0.3442	0.4520
HSPB7	Q9NYZ3	4	1	0.4190	0.4024
iPS_A4	Q9NYZ3	4	1	0.3628	0.4414
iPS_C10	Q9NYZ3	4	1	0.3657	0.4396
iPS_K22	Q9NYZ3	4	1	0.4140	0.4069
iPS_P9	Q9NYZ3	4	1	0.3024	0.4782
iPS_WTc11	Q9NYZ3	4	1	0.3205	0.4666
K22	Q9NYZ3	4	1	0.2272	0.5717
P9	Q9NYZ3	4	1	0.3714	0.4363
TetOn-BAG3	Q9NYZ3	4	1	0.2245	0.5735
A4	Q9NZB2	4	3	0.3021	0.4784
C10	Q9NZB2	4	3	0.3416	0.4534
homo+Bort	Q9NZB2	4	3	0.2908	0.4854
homo+DMSO	Q9NZB2	4	3	0.2652	0.4982
HSPB7	Q9NZB2	4	3	0.2953	0.4826
iPS_A4	Q9NZB2	4	3	0.2987	0.4804
iPS_C10	Q9NZB2	4	3	0.2585	0.5005
iPS_K22	Q9NZB2	4	3	0.2347	0.5647
iPS_P9	Q9NZB2	4	3	0.2797	0.4913
iPS_WTc11	Q9NZB2	4	3	0.1895	0.5947
K22	Q9NZB2	4	3	0.2734	0.4945
P9	Q9NZB2	4	3	0.2846	0.4888
RBM20	Q9NZB2	1	3	0.3268	0.4629
TetOn-BAG3	Q9NZB2	4	3	0.2496	0.5469
iPS_WTc11	Q9NZH6	4	1	0.2500	0.5036
homo+Bort	Q9NZI8	4	1	0.2500	0.5036
iPS_K22	Q9NZI8	4	1	0.2448	0.5545
TetOn-BAG3	Q9NZI8	4	1	0.2500	0.5036
homo+DMSO	Q9NZJ0	4	1	0.2490	0.5494
iPS_A4	Q9NZJ0	4	1	0.2484	0.5506
iPS_P9	Q9NZJ0	4	1	0.2055	0.5859
K22	Q9NZJ0	4	1	0.2437	0.5559
RBM20	Q9NZJ0	1	1	0.8414	0.0802
A4	Q9NZJ4	4	1	0.5143	0.3168
C10	Q9NZJ4	4	1	0.6404	0.2274
homo+Bort	Q9NZJ4	4	1	0.5803	0.2725
